SceneID,Comment,SceneType,IsStaticScene,PreTask,PreScene,RequiredLevel,SyncMode,SwitchToSelf,CanReconnect,EndTimeOut,IsCanQuit,DelayTransfer,LineRoleCount,Buff,SceneFile,UnitySceneFile,ScenePath,BGM,BlockFilePath,OperationSettings,StartPos,StartFace,StartRot,Chapter,UIPos,BoxUIPos,UIIcon,FatigueCost,ViewableDropList,Exp,Drop,Drop1,Drop2,Drop3,Drop4,Drop5,Money,FirstDownExp,FirstDownDrop,FirstDownMoney,FirstSSS,ExpSealReward,SceneChest,DiamondDropID,GoldDropID,SilverDropID,CopperDropID,SBox,SSBox,SSSBox,IsBoss,RecommendPower,BossAvatar,BossIcon,EndCutScene,EndCutSceneTime,WinCondition,LoseCondition,WinDelayTime,DayLimit,CoolDown,DayLimitGroupID,CanDrawBox,HasFlyOut,DynamicScene,EnvSet,CanRevive,ReviveNumb,ReviveCost,ReviveMoneyCost,ReviveTime,ReviveBuff,ReviveBuffTip,CanPause,ShowUp,LoadingTips,LoadingPic,SceneCanNavi,ShowAutoFight,ShowBattleStatistics,RandomTaskType,RandomTaskSpecify,UseSupplement,HurtCoef,MiniMap,MiniMapSize,MiniMapOutSize,MiniMapRotation,StaticMiniMapCenter,SceneAI,PPTCoff,GuildExpBounus,FailText,LeaveSceneTip,RecommendHint,TeamInfoDefaultTab,CombatType,SweepNeedPPT,TimeCounter,HasComboBuff,DisplayPet,AutoReturn,StoryDriver,MinPassTime,ShowSkill,ShowNormalAttack,WinConditionTips,BattleExplainTips,DPS,CanVIPRevive,HideTeamIndicate,ShieldSight,SpecifiedTargetLocatedRange,SpactivityActiveDrop,SpActivityDrop,VipReviveLimit
31211,第18层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_21_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,77000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,8564=1713,1,FALSE,,-1,,,
31212,第19层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_21_2,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,80000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,8831=1766,1,FALSE,,-1,,,
31231,第20层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_23_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,82000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,9796=1959,1,FALSE,,-1,,,
32011,第21层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_1_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,87000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,11048=2210,1,FALSE,,-1,,,
32021,第22层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_2_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,91000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战的时候，不要忘了重置扫荡和刷新奖励哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,11539=2308,1,FALSE,,-1,,,
32031,第23层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_3_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,95000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,11954=2391,1,FALSE,,-1,,,
32032,第24层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_3_2,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,98000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,20335=4067,1,FALSE,,-1,,,
32051,第25层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_5_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,103000,,,,,2=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,23182=4636,1,FALSE,,-1,,,
32061,第26层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_6_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,108000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,23792=4758,1,FALSE,,-1,,,
32071,第27层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_7_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,110000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,23217=4643,1,FALSE,,-1,,,
32081,第28层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_8_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,115000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,24062=4812,1,FALSE,,-1,,,
32082,第29层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_8_2,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,118000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战的时候，不要忘了重置扫荡和刷新奖励哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,25053=5011,1,FALSE,,-1,,,
32101,第30层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_10_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,128000,,,,,2=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,28598=5720,1,FALSE,,-1,,,
32111,第31层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_11_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,133000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,29358=5872,1,FALSE,,-1,,,
32121,第32层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_12_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,144000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,30912=6182,1,FALSE,,-1,,,
32131,第33层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_13_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,146000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,38801=7760,1,FALSE,,-1,,,
32132,第34层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_13_2,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,152000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,40723=8145,1,FALSE,,-1,,,
32151,第35层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_15_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,163000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,43292=8658,1,FALSE,,-1,,,
32161,第36层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_16_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,167000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战的时候，不要忘了重置扫荡和刷新奖励哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,46039=9208,1,FALSE,,-1,,,
32171,第37层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_17_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,171000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,47062=9412,1,FALSE,,-1,,,
32181,第38层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_18_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,178000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,49039=9808,1,FALSE,,-1,,,
32182,第39层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_2_18_2,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/shinei,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,183000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,50264=10053,1,FALSE,,-1,,,
31401,第40层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_40_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,200000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战黑暗神殿不限次数，但是只能重置一次哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,54796=10959,1,FALSE,,-1,,,
31411,第41层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_41_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,206000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,54242=10848,1,FALSE,,-1,,,
31421,第42层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_42_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,214000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,每天挑战的时候，不要忘了重置扫荡和刷新奖励哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,56998=11400,1,FALSE,,-1,,,
31431,第43层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_43_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,221000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置黑暗神殿可以直接扫荡到最佳成绩所在层数哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,58650=11730,1,FALSE,,-1,,,
31441,第44层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_44_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,233000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,59884=11977,1,FALSE,,-1,,,
31451,第45层-首领,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_45_1,heianshendian,DN_FB/heianshendian/heianshendian,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,256000,,,,,1=0,1=0|3=95,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,重置扫荡后的奖励可以刷新倍数，幸运加成会超乎你的想象哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|95|10,FALSE,FALSE,,,0,TRUE,TRUE,,,65832=13166,1,FALSE,,-1,,,
31461,第46层,16,0,,,18,1,TRUE,,,TRUE,,,9024=1,Level/Other/heianshendian_1_46_1,heianshendian01,DN_FB/heianshendian01/heianshendian01,Audio/mapambience/beisikede,Table/SceneBlock/heianshendian,61|1061,74=6.06=71.5,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,270000,,,,,2=0,1=0|3=65,3,,,,FALSE,TRUE,heianshendian_1,,FALSE,,,,,,,FALSE,FALSE,挑战黑暗神殿可以获得巨量的金币和珍稀的强化材料哦|真正的强者，黑暗神殿永远期待着你,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,,1,minimap_hasd,148|148,,0,,,3,,失败了可以先重置扫荡再来继续挑战哦,,,1,,50000,1|65|10,FALSE,FALSE,,,0,TRUE,TRUE,,,67288=13458,1,FALSE,,-1,,,
